Raw_Name	Name	Latitude	Longitude	City	State
pelican rapids alt learning center	Pelican Rapids High School	46.5659639	-96.08433690000001	Pelican Rapids	MN
paladin academy	Paladin Academy	26.02652299999999	-80.3464252	Pembroke Pines	FL
richardson elementary	Richardson Elementary School	45.0200329	-92.9982476	St Paul	MN
middle river elementary	Glenmar Elementary School	39.3460776	-76.4475537	Middle River	MD
roseau secondary	Roseau Secondary School	48.84832420000001	-95.756284	Roseau	MN
mankato east jr.	Mankato East Junior High School	44.1574397	-93.9620891	Mankato	MN
green acres	GreenAcres Market	37.7222375	-97.24244979999999	Wichita	KS
lyndale elementary	Lyndale Elementary School	44.94172209999999	-93.28310359999999	Minneapolis	MN
orono middle	Orono Middle School	44.9960669	-93.591602	Long Lake	MN
banfield elementary	Banfield Elementary School	43.665364	-92.99674499999999	Austin	MN
austin community learning center	Austin Community Learning Center Special Education	43.6675621	-92.9645683	Austin	MN
rtr middle school	RTR Middle School	44.3166667	-95.9508333	Russell	MN
grygla secondary	Grygla Elementary School	48.30210899999999	-95.620065	Grygla	MN
hermantown elementary	Hermantown Elementary School	46.8229109	-92.24547299999999	Hermantown	MN
wright technical center alc middle	Wright Technical Center	45.192034	-93.86992400000001	Buffalo	MN
salem hills elementary	Salem Hills Elementary School	44.86405689999999	-93.0695229	Inver Grove Heights	MN
naytahwaush community school	Naytahwaush Community Charter School	47.2621195	-95.62721549999999	Naytahwaush	MN
martin county west senior high	Martin County West High School	43.65817000000001	-94.72988710000001	Sherburn	MN
noble academy	Noble Academy	36.147219	-79.87470499999999	Greensboro	NC
hancock elementary	Hancock Elementary School	33.2712935	-111.852329	Chandler	AZ
fulda secondary	Fulda Secondary School	43.8741297	-95.60445240000001	Fulda	MN
271 metro south abe	Metro South Adult Basic Education	44.8437787	-93.3122867	Bloomington	MN
henry senior high	Patrick Henry High School	45.0342473	-93.3052853	Minneapolis	MN
upsala secondary	Upsala Secondary School	45.8030499	-94.5715278	Upsala	MN
falcon heights elementary	Falcon Heights Elementary School	44.99590349999999	-93.15868189999999	Falcon Heights	MN
lakeside elementary	Lakeside Elementary School	41.12454270000001	-112.0822888	West Point	UT
options	Options	41.87664400000001	-87.6332966	Chicago	IL
warroad elementary	Warroad Middle School	48.91086209999999	-95.32994169999999	Warroad	MN
climax secondary	Climax High School	47.6077884	-96.8132505	Climax	MN
little falls senior high	Little Falls Community Middle School	45.9757286	-94.3477748	Little Falls	MN
northern elementary	Northern Elementary School	38.06396610000001	-84.4627155	Lexington	KY
afterschool program	After School Program	26.1609078	-81.7526367	Naples	FL
w st. paul area learning cntr.	Area Learning Center	44.73242510000001	-93.1833869	St Paul	MN
homecroft elementary	Homecroft Elementary School	39.66673189999999	-86.13176539999999	Indianapolis	IN
w. h. a .  alternative program	Guadalupe Alternitive Programs	44.9282962	-93.0692122	St Paul	MN
rossman elementary	Rossman Elementary School	43.3241228	-88.3708037	Hartford	WI
transition program	Transition Program at Pva	41.285403	-96.0321744	Omaha	NE
glyndon-felton elementary	Glyndon-Felton Elementary School	46.8715457	-96.5813455	Glyndon	MN
caledonia middle	Caledonia Middle School	33.6802651	-88.32894139999999	Caledonia	MS
northern lights academy	Northern Lights Academy	47.7710696	-96.6240129	Crookston	MN
kelliher elementary	Kelliher Elementary School	47.9446342	-94.45208199999999	Kelliher	MN
transitions program	Care Transitions Program	39.748036	-104.8345216	Auroa	CO
montevideo middle	Montevideo Middle School	38.3657062	-78.7744939	Penn Laird	VA
littlefork-big falls school dist.	Littlefork-Big Falls School	48.3994037	-93.5522622	Littlefork	MN
big lake middle school	Big Lake Middle School	45.3374993	-93.73742179999999	Big Lake	MN
eagle view	Eagle View	35.3245796	-120.4857516	California	
littlefork-big falls secondary	Littlefork-Big Falls School	48.3994037	-93.5522622	Littlefork	MN
northeast range secondary	Babbitt Elementary School	47.70805559999999	-91.9508333	Babbitt	MN
northside elementary	Northside School	35.917366	-79.0636224	Chapel Hill	NC
southern plains education coop.	Southern Plains Education Cooperative	43.65493370000001	-94.4608355	Fairmont	MN
prairie house school	Prairie House School	45.317899	-93.831334	Monticello	MN
mid stat ed dist. success prog.	Mid State Education District Success Program Special Education	45.9785697	-94.3618029	Little Falls	MN
deephaven elementary	Deephaven Elementary School	44.9231929	-93.5241049	Wayzata	MN
waterville elementary	Waterville Elementary School	35.09977129999999	-84.8718269	Cleveland	TN
river bend day treatment program	Rivers Bend PC	42.5427785	-83.1182822	Troy	MI
riverside	Riverside	33.9533487	-117.3961564	Riverside	CA, USA
waubun secondary	Waubun High School	47.1810427	-95.9397304	Waubun	MN
prairie seeds middle school academy	Prairie Seeds Academy	45.0661964	-93.37390780000001	Minneapolis	MN
kaposia education center elementary	Kaposia Education Center Elementary School	44.86977100000001	-93.03386040000001	St Paul	MN
fisher elementary	Wilma Fisher Elementary School	33.1586349	-96.86927779999999	Frisco	TX
minnewaska secondary alternative pg	Minnewaska School District	45.6133516	-95.5355945	Starbuck	MN
capitol hill magnet/rondo	Capitol Hill Magnet	44.95046049999999	-93.122344	St Paul	MN
lincoln early childhood ed. center	Lincoln County R-III Early Childhood Education Center	38.9565728	-90.9740573	Troy	MO
ivan sand community school-middle	Ivan Sand After School Credit Recov	45.31212540000001	-93.57930569999999	Elk River	MN
starland elementary	Starland Elementary School	44.6081965	-94.47277729999999	Gibbon	MN
maple grove junior high	Maple Grove Middle School	45.0812087	-93.42836729999999	Maple Grove	MN
kenyon-wanamingo elementary	Kenyon Elementary School	44.2675	-92.9902778	Kenyon	MN
fillmore central elementary	Fillmore Central Elementary School	40.5275067	-97.58865949999999	Geneva	NE
dream technical academy	DREAM Technical Academy	45.14319099999999	-95.01816889999999	Willmar	MN
osseo junior high	Osseo Middle School	45.1225411	-93.4114505	Osseo	MN
beacon alp is	Beacon Academy Charter School	45.11889009999999	-93.48536299999999	Maple Grove	MN
isanti intermediate school	Isanti Intermediate School	45.4904156	-93.2279257	Isanti	MN
winsted elementary	Winsted Elementary School	44.968611	-94.04972219999999	Winsted	MN
red lake alternative learning	Red Lake Alternative Learning	47.8775713	-95.013904	Red Lake	MN
harbor city international charter	Harbor City International School	46.7828679	-92.1022423	Duluth	MN
humboldt secondary school	Humboldt High School	44.92559529999999	-93.08393199999999	St Paul	MN
red rock ridge area learning cntr	Red Rock Ridge Area Learning Center	43.86648100000001	-95.1085667	Windom	MN
lac qui parle valley middle school	Lac qui Parle Valley High School	45.07281769999999	-96.0586271	Madison	MN
cass lake-bena elementary	Cass Lake-Bena Elementary School	47.3811075	-94.60277819999999	Cass Lake	MN
cannon falls secondary	Cannon Falls High School	44.5120538	-92.8898442	Cannon Falls	MN
north view ib world school	North View Jr. High an IB World School	45.0789347	-93.3543783	Brooklyn Park	MN
ordean east middle school	Ordean-East Middle School	46.81731389999999	-92.0646386	Duluth	MN
spring prairie elementary	Spring Prairie Elementary School	46.9359408	-96.4431377	Hawley	MN
prairie lakes education center	Prairie Lakes School	45.142202	-95.0078265	Willmar	MN
northwest area learning center	Northwest Area Learning Center	48.114595	-96.180582	Thief River Falls	MN
lewiston-altura intermediate el.	Lewiston Altura Intermediate	44.0705189	-91.93515769999999	Altura	MN
renville county west elementary	Renville County West Senior High School	44.7913077	-95.2079809	Renville	MN
oak park elementary	Oak Park Elementary School	45.040977	-92.80561499999999	Stillwater	MN
pillager elementary	Pillager Elementary School	46.3273577	-94.46992329999999	Pillager	MN
brooker learning center	Brooker Memorial Inc: Child Care & Learning Center	41.79722	-73.123975	Torrington	CT
la crescent montessori & stem acad	La Crescent Montessori Academy	43.8178398	-91.30632349999999	La Crescent	MN
hutchinson west elementary	Hutchinson West Elementary School	44.8800339	-94.3944965	Hutchinson	MN
hmong college prep academy	Hmong College Prep Academy	44.9751	-93.1639811	St Paul	MN
rum river special education coop	Rum River Special Ed Co-Op	45.57343909999999	-93.2214917	Cambridge	MN
area learning center summer	White Bear Lake Area High School - Insight	45.0441329	-92.9991818	St Paul	MN
sabathani campus	Sabathani Campus	44.9343346	-93.2720935	Minneapolis	MN
cook county senior high	Cook County High School	47.7566454	-90.334098	Grand Marais	MN
metro deaf sch - mn north star acad	Metro Deaf School	44.975124	-93.162031	St Paul	MN
wadena-deer creek senior high	Wadena-Deer Creek High School	46.44292809999999	-95.14733679999999	Wadena	MN
rushford-peterson public schools	Rushford-Peterson Elem School	43.8118833	-91.75289719999999	Rushford	MN
fertile-beltrami elementary	Fertile-Beltrami School District	47.5323657	-96.28134469999999	Fertile	MN
middle area learning center	Middle Area Learning Center	47.2436819	-93.5138923	Grand Rapids	MN
life lines adult connection	Lifeline-North County	33.1828275	-117.3251889	Oceanside	CA
cyber village academy	Cyber Village Academy	44.91836259999999	-93.1561642	St Paul	MN
cityview community	Cityview Community School	45.0160875	-93.2842881	Minneapolis	MN
lakeside el.	El Capitan High School	32.866416	-116.918293	Lakeside	CA
hendricks senior high	Hendricks Public School	44.5063525	-96.4222685	Hendricks	MN
heartland elementary	Heartland Elementary School	38.896075	-94.6794845	Overland Park	KS
westbrook-walnut grove schools	Walnut Grove Elementary School	44.2202778	-95.4694444	Walnut Grove	MN
oak point intermediate elementary.	Oak Point Elementary School	44.8444885	-93.4466868	Eden Prairie	MN
oak view elementary	Oak View Elementary School	38.81880049999999	-77.3098265	Fairfax	VA
juvenile service center	La Porte County - Juvenile Services Center	41.60174589999999	-86.7488434	La Porte	IN
edward neill elementary	Edward Neill Elementary	44.7599889	-93.3128852	Burnsville	MN
project search-avera marshall	Avera Marshall Regional Medical Center	44.4476554	-95.7775473	Marshall	MN
linwood monroe arts plus upper	Linwood Monroe Elementary School	44.9283666	-93.1350133	St Paul	MN
brown elementary	Brown Elementary School	39.7542623	-105.0338949	Denver	CO
montgomery-lonsdale secondary	Montgomery-Lonsdale High School	44.43885369999999	-93.57953049999999	Montgomery	MN
river trail learning ctr @ lo jacob	River Trail Learning Center at L.O. Jacob	45.155711	-93.30986	Coon Rapids	MN
united south central school dist.	United South Central High School	43.7340249	-93.73514759999999	Wells	MN
alc evening high school	Evening High School	44.9553604	-93.1512195	St Paul	MN
saint cloud math and science academ	Math & Science Academy	44.91276939999999	-92.9357309	Woodbury	MN
milaca area learning center	Milaca Area Learning Center	45.7520484	-93.65428059999999	Milaca	MN
sebeka secondary	Sebeka Secondary School	46.63074450000001	-95.09079559999999	Sebeka	MN
gateway academy	Gateway Academy	33.5744973	-111.9036236	Scottsdale	AZ
merritt elementary	Merritt Elementary School	47.51809799999999	-92.596053	Mountain Iron	MN
twin lakes elementary	Twin Lakes Elementary	38.6664695	-121.2031096	Orangevale	CA
minnewaska area junior high	Minnewaska Area High School	45.6247531	-95.455184	Long Beach	MN
bloomington shared time	Bloomington Shared Time	44.8116898	-93.29644599999999	Bloomington	MN
amberwing	Amberwing-Center for Youth & Family Well-Being	46.8050679	-92.1130142	Duluth	MN
paul bunyan center	Paul Bunyan Land	46.3487409	-94.0272573	Brainerd	MN
waterville-elysian-morristown jr.	W-E-M Public Schools	44.2243314	-93.44413279999999	Morristown	MN
morrison county learning center	Morrison County Learning Center	45.9805066	-94.35179509999999	Little Falls	MN
mendota elementary	Mendota Elementary School	44.88691	-93.14299729999999	St Paul	MN
alc learning online	Area Learning Center	44.999574	-93.250534	Minneapolis	MN
zachary lane elementary	Zachary Lane Elementary School	45.0342366	-93.4201487	Plymouth	MN
robbinsdale cooper senior high	Robbinsdale Cooper High School	45.0420699	-93.38542819999999	New Hope	MN
willmar senior high	Willmar Senior High School	45.1523308	-95.00337640000001	Willmar	MN
two harbors secondary	Two Harbors High School	47.04962039999999	-91.66526909999999	Two Harbors	MN
northern lights community school	Northern Lights Community School	47.129131	-93.27049149999999	Warba	MN
edgewood middle school	Edgewood Middle School	34.062232	-117.9511752	West Covina	CA
northland learning center 020	Northland Learning Center	47.51449849999999	-92.55388459999999	Virginia	MN
school of environmental studies	School of Environmental Studies	44.77234960000001	-93.19023279999999	Apple Valley	MN
lino lakes elementary	Lino Lakes Elementary School	45.19761700000001	-93.105651	Lino Lakes	MN
m.a.c.c.r.a.y. senior high	MACCRAY High School	44.9572288	-95.3740189	Clara City	MN
west metro education program	West Metro Education Program	44.983735	-93.3405401	Golden Valley	MN
jeffers pond elementary	Jeffers Pond Elementary School	44.736615	-93.440872	Prior Lake	MN
minneapolis academy charter school	Minneapolis Academy	44.91214919999999	-93.22672419999999	Minneapolis	MN
abe diploma program	Rahncliff Abe Diploma Program	44.78834439999999	-93.2094712	Eagan	MN
pinewood el.	Pinewood Elementary School	38.7660145	-120.588538	Pollock Pines	CA
barnesville secondary	Barnesville Secondary School	46.65095900000001	-96.416822	Barnesville	MN
challenger elementary	Challenger Elementary School	26.1947356	-80.27710019999999	Tamarac	FL
mound-westonka high school	Mound Westonka High School	44.9549153	-93.6719506	Minnetrista	MN
new york mills secondary	New York Mills Elementary School	46.5221726	-95.37844830000002	New York Mills	MN
wilshire park elementary	Wilshire Park Elementary School	34.06097889999999	-118.3165408	Los Angeles	CA
albert lea area learning center	Albert Lea Area Learning Center	43.6637553	-93.3717975	Albert Lea	MN
central park elementary	Central Park Elementary School	26.13120109999999	-80.2885258	Plantation	FL
pines school	The Pine School	27.05151979999999	-80.1406964	Hobe Sound	FL
minnesota online high school	Minnesota Online High School	44.9626188	-93.19530089999999	St Paul	MN
career & technical center	Muskegon Area Career Tech Center	43.2517427	-86.2027221	Muskegon	MI
st. anthony village senior high	St.Anthony Village High School	45.0284866	-93.2142551	Minneapolis	MN
287 oll academic	287 Academic Way	30.44817190000001	-84.30331939999999	Tallahassee	FL
lester prairie public school dist.	Lester Prairie Secondary School	44.8872705	-94.0439758	Lester Prairie	MN
fridley middle	Fridley Middle School	45.08048429999999	-93.25193709999999	Minneapolis	MN
headway academy	Headway Emotional Health Services	45.0627108	-93.31162479999999	Minneapolis	MN
west side elementary	West Side Elementary School	33.9564691	-84.56244559999999	Marietta	GA
mahnomen area learning center	Mahnomen Area Learning Center	47.3163682	-95.97019159999999	Mahnomen,	
strive transition  south	Peregrine Corporation	43.6394365	-70.3232251	South Portland	ME
bridge transition program	Ohio Association of County Boards of DD	40.107123	-83.013689	Worthington	OH
minnewashta elementary	Minnewashta Elementary	44.89966680000001	-93.6148375	Excelsior	MN
blackduck secondary	Blackduck Public School	47.7313889	-94.5458333	Blackduck	MN
golden lake elementary	Golden Lake Elementary School	45.13245089999999	-93.15015059999999	Circle Pines	MN
north branch middle	North Branch Area Middle School	45.5075349	-92.9664373	North Branch	MN
early education - birth to three	Birth To Three Connections	44.08058219999999	-103.2475886	Rapid City	SD
jackson county central middle	Jackson County Central Middle School	43.67972109999999	-95.1720607	Lakefield	MN
yankton country charter school	School Bus Inc	43.55025149999999	-96.78910789999999	Sioux Falls	SD
bemidji middle	Bemidji Middle School	47.4874054	-94.9095201	Bemidji	MN
stillwater junior high	Stillwater Junior High School	45.043857	-92.812844	Stillwater	MN
alc mgjh middle year	Maple Grove Middle School	45.0812087	-93.42836729999999	Maple Grove	MN
belview learning ctr bridges	Belview Learning Center	44.6053545	-95.3269266	Belview	MN
isle secondary	Isle Secondary School	46.1327912	-93.47220999999999	Isle	MN
minnewaska day treatment program	Minnewaska Area Middle School	45.6248403	-95.4548666	Glenwood	MN
root river program	Root River Program	43.5520556	-92.006408	Harmony	MN
nova classical academy lower school	Nova Classical Academy	44.9177201	-93.1374867	St Paul	MN
springfield elementary	Springfield Elementary School	35.0559002	-80.931505	Fort Mill	SC
anna westin house	Anna Westin House	44.9848866	-93.1875912	St Paul	MN
special ed.	Grundy County Special Ed Co-Op	41.36647799999999	-88.433863	Morris	IL
lanesboro elementary	Lanesborough Elementary School	42.5140385	-73.2207325	Lanesborough	MA
kingsland middle	Kingsland Middle School	43.7091307	-92.2696098	Wykoff	MN
albany elementary	Albany Elementary School	40.3003208	-85.2458034	Albany	IN
oshki ogimaag charter school	Oshki Ogimaag Charter School	47.96765859999999	-89.68060559999999	Grand Portage	MN
huddleston elementary	Huddleston Elementary School	33.38626309999999	-84.5695782	Peachtree City	GA
a.c.g.c. secondary	Secondary	31.1817593	31.2155176		
lanesboro secondary	Lanesboro Elementary School	43.71657599999999	-91.9769499	Lanesboro	MN
trio wolf creek distance learning	Trio Wolf Creek Charter School	45.377132	-92.8961549	Chisago City	MN
andover elementary	Andover Elementary School	45.242009	-93.30881199999999	Andover	MN
north academy arts/communication	North Community High School	44.9941358	-93.30058149999999	North Minneapolis	MN
long tieng academy	Long Teng Academy	44.9608447	-93.1564518	St Paul	MN
area adult learning cooperative	Le Sueur News Herald	44.46137299999999	-93.91498179999999	Le Sueur	MN
917 dash	Intermediate School District 917	44.7372305	-93.07795279999999	Rosemount	MN
field elementary	Eugene Field Elementary School	29.8009206	-95.38882860000001	Houston	TX
lakewood elementary	Lakewood Elementary School	30.002137	-95.5975939	Tomball	TX
sleepy eye elementary	Sleepy Eye Elementary School	44.2941027	-94.7274624	Sleepy Eye	MN
alice smith elementary	Alice Smith Elementary School	44.9321889	-93.4101113	Hopkins	MN
early education mississippi ca	Early Childhood Institute	32.4450696	-90.11879739999999	Madison	MS
monticello alternative program	Monticello Alternative Program	45.2923074	-93.79605889999999	Monticello	MN
red rock central elementary	Red Rock Central Elementary School	44.0596793	-95.1958269	Jeffers	MN
robbinsdale transition center	Robbinsdale Transition Center Special Education	45.0391649	-93.38716199999999	Minneapolis	MN
explore	Explore Okoboji	43.4222448	-95.1362614	Spirit Lake	IA
west central area learning center	West Central Area Learning Center	45.6728825	-94.81439689999999	Melrose	MN
transition plus	Transition Plus High School	44.94271089999999	-93.26173779999999	Minneapolis	MN
nerstrand charter school	Nerstrand Elementary School	44.33938339999999	-93.0691355	Nerstrand	MN
hutchinson middle	Arlie F Hutchinson Middle School	33.90445829999999	-118.0236755	La Mirada	CA
willow lane elementary	Willow Lane Elementary School	40.5327223	-75.5665966	Macungie	PA
melrose secondary	Melrose Secondary School	45.6812248	-94.80767569999999	Melrose	MN
aurora middle school	Aurora Middle School	40.86604820000001	-98.0149677	Aurora	NE
floodwood elementary	Floodwood Elementary School	46.930352	-92.91575569999999	Floodwood	MN
woodland hills academy	Woodland Hills Academy	34.170387	-118.586746	Woodland Hills	CA
rock bend hs alc	Rock Bend High School	44.3425582	-93.9624821	St Peter	MN
motley-staples middle	Motley-Staples Middle School	46.3358333	-94.6433333	Motley	MN
swmetro online learning	SouthWest Metro Educational Cooperative	44.7843349	-93.5539376	Shakopee	MN
early childhood special education	Early Childhood Special Education	44.9419743	-93.26189289999999	Minneapolis	MN
park rapids area century elementary	Park Rapids Area Century Elementary School	46.9278139	-95.0720652	Park Rapids	MN
norman county  west secondary	Norman County West Superintendent	47.3517105	-96.8232451	Halstad	MN
kerkhoven-murdock-sunburg	Kerkhoven-murdock-sunburg	45.2127957	-95.3304196	Kerkhoven-murdock-sunburg	MN, USA
buffalo-hanover-montrose public sch	Phoenix Learning Center	45.17967519999999	-93.8638689	Buffalo	MN
hmong college prep middle academy	Hmong College Prep Academy	44.9751	-93.1639811	St Paul	MN
columbia academy	Columbia Academy	39.2360874	-76.8304789	Columbia	MD
ivan sand community school summer	Ivan Sand After School Credit Recov	45.31212540000001	-93.57930569999999	Elk River	MN
pullman elementary	Pullman Elementary School	44.8354863	-92.98106609999999	St Paul Park	MN
pride transitions	Pride Transitions	45.1758573	-93.8746562	Buffalo	MN
lowell elementary	Lowell Elementary School	37.3294461	-121.8776434	San Jose	CA
centerville elementary	Centerville Elementary School	36.7685246	-76.1899585	Virginia Beach	VA
math and science academy	Math & Science Academy	44.91276939999999	-92.9357309	Woodbury	MN
worthington 518 (virtual instruct	Worthington Area Learning Center	43.6261586	-95.61303240000001	Worthington	MN
washington elementary	Washington Elementary School	35.76740280000001	-78.64292139999999	Raleigh	NC
circle of life	Circle of Life Hospice	36.1784123	-94.2095993	Springdale	AR
anoka high school	Anoka High School	45.224573	-93.38192	Anoka	MN
normandale elementary	Normandale Elementary School	44.8985043	-93.34901730000001	Minneapolis	MN
mesabi east elementary	Mesabi East Elementary School	47.5316038	-92.2411911	Aurora	MN
sunset terrace elementary	Sunset Terrace Elementary School	44.0403886	-92.49356159999999	Rochester	MN
clay county outreach center	Clay County Outreach Center	46.8723147	-96.7436396	Moorhead	MN
pillager middle school	Pillager High School	46.3276074	-94.4711672	Pillager	MN
linwood elementary	Linwood Elementary School	45.366966	-93.109769	Wyoming	MN
winona early childhood special ed.	Winona State University	44.0473997	-91.6432837	Winona	MN
montevideo senior high	Montevideo High School	44.93888889999999	-95.70833329999999	Montevideo	MN
chaska middle school east	Chaska Middle School East	44.8070056	-93.5961878	Chaska	MN
marshall county central high	Newfolden Elementary School	48.3566475	-96.33248139999999	Newfolden	MN
lucy laney @ cleveland park elem.	Lucy Laney at Cleveland Park Community School	45.0157691	-93.30907529999999	Minneapolis	MN
red pine elementary	Red Pine Elementary School	44.7815366	-93.10979019999999	St Paul	MN
waseca junior high	Waseca High School	44.0944109	-93.50970269999999	Waseca	MN
dilworth-glyndon-felton middle sch	Dilworth-Glyndon-Felton Junior High School	46.8783457	-96.7037369	Dilworth	MN
open world learning secondary	Open World Learning Community	44.92672919999999	-93.08444589999999	St Paul	MN
south point elementary	South Pointe Elementary School	25.7730054	-80.13908289999999	Miami Beach	FL
mankato east senior high	Mankato East Senior High School	44.1575154	-93.9604246	Mankato	MN
howe elementary	Julia Ward Howe Elementary School	40.3756824	-80.03075849999999	Mt Lebanon	PA
saint paul music academy	St Paul Music Academy	44.97603	-93.1002309	St Paul	MN
litchfield middle school	Litchfield Middle School	41.099059	-81.57198199999999	Akron	OH
reflections	Reflections	38.4352637	-78.8491653	Harrisonburg	VA
main street school performing arts	Main Street School of Performing Arts	44.923813	-93.417403	Hopkins	MN
red lake secondary	Red Lake Senior High School	47.87849259999999	-95.01437899999999	Red Lake	MN
prairie care edina - php	PrairieCare	44.8869116	-93.3262785	Edina	MN
wellstone international high	Wellstone International High School	44.9419957	-93.2608767	Minneapolis	MN
henning elementary	W. T. Henning Elementary School	30.217388	-93.3723739	Sulphur	LA
seven hills preparatory academy	Seven Hills Preparatory Academy	44.8458748	-93.25399060000001	Bloomington	MN
plainview-elgin-millville	Plainview-Elgin-Millville High School	44.1654449	-92.17346049999999	Plainview	MN
279 osseo sr hi alc	Osseo Senior High School	45.1203771	-93.40723679999999	Osseo	MN
eden lake elementary	Eden Lake Elementary School	44.8432513	-93.4282077	Eden Prairie	MN
chisholm elementary	Chisholm Elementary School	35.622705	-97.4505104	Edmond	OK
evansville secondary	University of Evansville	37.9732856	-87.53168099999999	Evansville	IN
wilderness endeavors program	Wilderness Endeavors Esy	47.7801798	-93.22017319999999	Cook	MN
red wing area learning center	Tower View Opportunity Program Area Learning Center	44.5692219	-92.6368129	Red Wing	MN
swan river montessori charter sch	Swan River Montessori Charter School	45.3042108	-93.80183629999999	Monticello	MN
le center pre k-8	Le Center Elementary School	44.39154689999999	-93.7343243	Le Center	MN
heritage science & technology	Heritage Academy of Science and Technology	44.98906969999999	-93.22622659999999	Minneapolis	MN
indus secondary	Indus School	48.6297569	-93.90174499999999	Birchdale	MN
l'etoile du nord french immersion l	L' Etoile Du Nord French Immersion	44.9707418	-93.0266485	St Paul	MN
bancroft elementary	Bancroft Elementary School	44.9338268	-93.25555779999999	Minneapolis	MN
is the alternative program (tap)	UCSB Transportation Alternatives Program (TAP) Office	34.419708	-119.85275	Santa Barbara	CA
forest view elementary	Forest View Elementary School	35.9887501	-78.991845	Durham	NC
albany junior high	Albany Junior High School	-36.748244	174.691835	Albany, New Zealand	 Auckland
lincoln education center	Gregory-Lincoln Education Center	29.7562425	-95.38506000000001	Houston	TX
parkview center school	Parkview Center School	45.008069	-93.1297903	Roseville	MN
browerville elementary	Browerville Public School	46.0858333	-94.8713889	Browerville	MN
higher ground secondary academy	Higher Ground Academy	44.9491308	-93.1586767	St Paul	MN
minnesota transitions alp	Minnesota Transitions Charter Schools	44.9502773	-93.2375465	Minneapolis	MN
safe	SAFE Credit Union	38.7944082	-121.2682142	Rocklin	CA
perham area learning center	Perham Area Learning Center	46.5909334	-95.57704299999999	Perham	MN
howard lake middle	Saint James Lutheran Church and School	45.056268	-94.06826699999999	Howard Lake	MN
river bend educational center	River Bend Education Center	44.9811873	-93.2993604	Minneapolis	MN
olson middle	Olson Middle School	45.04652209999999	-93.3010364	Minneapolis	MN
franklin elementary	Franklin Elementary School	39.5999879	-104.9691482	Centennial	CO
sartell middle	Sartell Middle School	45.6276166	-94.2112464	Sartell	MN
mcf-moose lake/willow river	Minnesota Correctional Facility - Willow River/Moose Lake	46.4405678	-92.75855039999999	Moose Lake	MN
northwinds elementary	Northwinds Elementary School	45.184018	-93.891667	Buffalo	MN
akin road elementary	Akin Road Elementary School	44.6680213	-93.17243959999999	Farmington	MN
s st. paul community lrng. cntr.	S St. Paul Community Learning Center	44.88176379999999	-93.03390209999999	St Paul	MN
lehmann center	Lehman Center for the Performing Arts	40.8724545	-73.89353899999999	Bronx	NY
lakeville early childhood program	Crystal Lake Education Center	44.712749	-93.2580873	Lakeville	MN
roosevelt senior high	Theodore Roosevelt High School	34.03812420000001	-118.2110376	Los Angeles	CA
crestview elementary	Crestview Elementary School	34.96292040000001	-82.2219149	Greer	SC
prairie view elementary	Prairie View Elementary School	38.9084337	-94.3370607	Lee's Summit	MO
pact charter secondary	Pact Charter School	45.23378399999999	-93.45128	Anoka	MN
windom school	Windom School	44.896618	-93.2800055	Minneapolis	MN
dugsi academy	Dugsi Academy	44.974573	-93.1684702	St Paul	MN
community of peace academy sec.	Community of Peace Academy	44.9740774	-93.0805355	St Paul	MN
swmetro independent study	Portland State University Independent Study Program	45.5134451	-122.6810159	Portland	OR
isd 181 learning center	Area Education Center	46.3622994	-94.17508319999999	Brainerd	MN
finlayson elementary	Finlayson Elementary School	46.2019642	-92.9223634	Finlayson	MN
new prague area schools	New Prague Area Schools	44.5475351	-93.57818979999999	New Prague	MN
woodbury senior high	Woodbury High School	44.9090189	-92.96070809999999	Woodbury	MN
hinckley-finlayson secondary	Hinckley-Finlayson School Superintendent	46.0161111	-92.94	Hinckley	MN
learn at my pace online high school	Learn at My Pace Online High School	46.4754247	-96.28357109999999	Rothsay	MN
gordon bailey elementary	Gordon Bailey Elementary School	44.8894145	-92.9622638	Woodbury	MN
acgc elementary grades 5 and 6	A.C.G.C. Secondary School	45.14304430000001	-94.6853994	Grove City	MN
triton high school	Triton High School	35.3382061	-78.6650339	Erwin	NC
lake harriet upper school	Lake Harriet Upper Elementary School	44.9135901	-93.316904	Minneapolis	MN
283-st. louis park alc	St Louis Park School District 283	44.9550348	-93.39962009999999	Minneapolis	MN
st. michael-albertville school dist	St. Michael-Albertville Senior High School	45.235588	-93.6908996	St Michael	MN
metcalf junior high	John Metcalf Junior High School	44.8037618	-93.22538569999999	Burnsville	MN
redtail ridge elementary school	Redtail Ridge Elementary School	44.72715030000001	-93.36400119999999	Prior Lake	MN
state total	Wayne State University	42.3591388	-83.06654619999999	Detroit	MI
l'etoile du nord french immersion u	L' Etoile Du Nord French Immersion	44.9707418	-93.0266485	St Paul	MN
luverne elementary	Luverne Elementary School	43.66153369999999	-96.2159964	Luverne	MN
early ed john a. johnson	John A Johnson Elementary School	44.9680755	-93.0687408	St Paul	MN
fairview elementary	Fairview Elementary School	38.7976738	-77.32436009999999	Fairfax Station	VA
morris area elementary	Morris Area Elementary School	45.5838025	-95.9007669	Morris	MN
watkins elementary	Watkins Elementary School	38.8834216	-76.9898812	Washington	DC
core	Center For Organ Recovery	40.5045035	-79.8654835	Pittsburgh	PA
rockford hs credit recovery program	Auburn High School-Main Campus	42.2858419	-89.1376805	Rockford	IL
invest high school	Roosevelt High School	42.4702234	-83.1109517	Hazel Park	MI
